House_ID,City,Locality_Tier,BHK,Bathrooms,Super_Area_sqft,Carpet_Area_sqft,Floor_No,Total_Floors,Property_Age_years,Parking,Furnishing,Lift,Gated_Society,Distance_to_Metro_km,Distance_to_CityCenter_km,Nearby_School_km,Nearby_Hospital_km,Crime_Rate_Index,Market_Price_INR,Price_per_sqft_INR
1165,Hyderabad,Premium,3,3,1086.1,878.9,7,13,8,1,Fully-Furnished,1,1,0.2,2.46,1.38,0.67,32.2,11207787,10319
1166,Mumbai,Premium,1,1,661.3,489.8,13,16,4,1,Semi-Furnished,1,1,3.86,15.54,3.65,5.1,45.3,13421819,20296
1167,Bangalore,Mid,3,3,1327.9,897,3,9,12,0,Unfurnished,1,1,0.74,24.28,3.02,3.3,48.5,11985058,9026
1168,Nagpur,Mid,2,2,874.6,715.4,2,10,4,1,Unfurnished,1,0,5.39,17.54,2.54,3.85,38.5,4338722,4961
1169,Hyderabad,Mid,2,3,1000.7,719.9,4,6,1,1,Fully-Furnished,1,1,0.54,25.01,1.44,3.54,58.3,7670667,7665
1170,Nagpur,Budget,1,1,550.7,458.6,12,13,21,1,Unfurnished,1,0,3.69,21.21,5.59,4.19,54,1626072,2953
1171,Bangalore,Mid,2,2,895.2,630.3,10,15,10,1,Semi-Furnished,1,1,1.91,19.55,2.52,3.43,55.6,7449551,8322
1172,Hyderabad,Premium,2,2,847.2,652.4,15,16,8,1,Fully-Furnished,1,0,0.2,3.82,2.21,1.15,37.8,9166437,10820
1173,Mumbai,Premium,3,4,948.1,647.5,7,7,13,1,Unfurnished,1,1,0.2,8.4,0.69,1.6,32,17456677,18412
1174,Pune,Premium,4,4,1555.7,1037,3,13,5,1,Fully-Furnished,1,0,2.85,3.25,1.35,2.1,26.1,16178711,10400
1175,Mumbai,Premium,3,3,1396.1,1013.8,16,26,5,1,Semi-Furnished,1,1,3.25,5.88,3.09,0.69,18.7,27631399,19792
1176,Nagpur,Mid,2,2,1062.9,737.1,5,11,18,1,Unfurnished,1,1,3.21,20.59,3.88,2.65,46.6,4723758,4444
1177,Pune,Budget,2,2,791.1,651.8,17,18,20,0,Fully-Furnished,1,0,0.2,18.37,3.23,3.85,38.4,4556552,5760
1178,Pune,Mid,3,3,1041,743.3,9,21,7,0,Fully-Furnished,1,0,2.26,26.19,3.92,3.69,43.6,7792638,7486
1179,Hyderabad,Mid,3,3,1185.6,822.5,5,15,15,0,Fully-Furnished,1,1,0.2,21.94,1.67,1.43,69.5,8734123,7367
1180,Pune,Mid,2,3,708.4,488.7,1,10,9,0,Semi-Furnished,1,1,0.71,19.99,2.09,4.25,17.5,6250722,8824
1181,Mumbai,Budget,2,2,1003.2,755.6,19,20,8,0,Unfurnished,1,1,3.46,16.49,5.21,4.78,38.8,12234418,12195
1182,Bangalore,Budget,3,2,1352.7,930.9,19,23,14,0,Unfurnished,1,0,0.48,18.5,5.42,5.79,40,9002752,6655
1183,Hyderabad,Mid,2,3,996.3,695.5,6,10,3,1,Fully-Furnished,1,0,0.2,18.13,1.18,3.73,57,6528940,6553
1184,Mumbai,Premium,3,3,1074.8,725.8,5,21,9,1,Fully-Furnished,1,0,0.45,13.37,0.4,2.59,23.1,19287078,17945
1185,Mumbai,Budget,1,1,714.8,601.5,11,12,12,0,Semi-Furnished,1,1,0.2,13.88,4.33,2.53,56.5,7542828,10552
1186,Mumbai,Budget,2,2,811.8,660.4,13,17,15,1,Semi-Furnished,1,1,0.51,24.82,3.14,4.5,46.7,10271052,12652
1187,Mumbai,Budget,1,2,593.6,431.7,7,12,14,0,Unfurnished,1,1,3.01,18.67,4.86,3.56,64.5,6596113,11112
1188,Pune,Budget,2,2,865.6,677.4,5,15,12,1,Unfurnished,1,0,0.2,16.02,3.9,3.26,37.7,6038973,6977
1189,Hyderabad,Mid,3,3,1101.4,860.6,2,7,10,1,Fully-Furnished,1,1,0.94,13.27,2.21,3.48,29.9,8498331,7716
1190,Bangalore,Mid,1,2,570.5,390.6,10,16,6,1,Fully-Furnished,1,1,0.93,12.73,2.48,3.16,52.9,5359282,9394
1191,Hyderabad,Premium,1,2,482.1,348.7,0,15,16,0,Fully-Furnished,1,1,0.35,2.67,1.14,1.79,22.8,4538514,9414
1192,Nagpur,Budget,2,2,965.9,752.3,2,5,21,1,Unfurnished,0,0,1.54,5.91,4.56,3.86,50.8,4004814,4146
1193,Nagpur,Budget,3,3,1141.3,896.5,2,5,11,0,Unfurnished,0,0,0.92,11.28,1.82,4.47,45.2,5175854,4535
1194,Mumbai,Budget,2,3,994.5,785.9,11,19,13,1,Unfurnished,1,0,4.52,22.23,5.18,4.93,55.8,12462065,12531
1195,Mumbai,Budget,2,3,1002.1,665.2,9,24,4,1,Unfurnished,1,1,2.89,19.41,2.91,5.35,41.5,12124369,12099
1196,Mumbai,Mid,3,2,1362.5,1030.6,16,18,4,0,Semi-Furnished,1,0,0.2,15.44,3.4,1.61,35.4,21149379,15522
1197,Pune,Mid,2,2,911.8,665.7,14,14,2,1,Fully-Furnished,1,1,0.2,21.07,4.81,0.71,30,7226539,7926
1198,Mumbai,Premium,3,3,1190,899.3,12,15,6,1,Fully-Furnished,1,1,3.91,4.16,2.15,2.97,32.5,22957375,19292
1199,Pune,Premium,1,2,512.6,423.5,4,16,3,1,Unfurnished,1,0,5.31,2.06,0.2,2.16,46.5,4962379,9681
1200,Hyderabad,Premium,2,2,671.1,522.3,13,15,7,0,Fully-Furnished,1,1,1.33,11.24,1.7,1.71,32.4,6104120,9096
1201,Hyderabad,Mid,3,4,1216.3,910.4,7,15,9,0,Unfurnished,1,1,2.58,16.88,2.58,4.62,41.6,9377314,7710
1202,Bangalore,Budget,2,3,1001,773.9,4,11,14,1,Unfurnished,1,0,2.46,19.79,2.56,1.25,56.7,6739046,6732
1203,Nagpur,Mid,3,3,1448.4,1123.6,1,3,9,1,Unfurnished,0,0,3.39,13.38,5.09,1.5,54.3,6884341,4753
1204,Hyderabad,Budget,2,2,835.8,616.7,3,12,8,0,Semi-Furnished,0,1,0.8,8.8,3.34,5.79,49.6,4579250,5479
1205,Nagpur,Mid,3,4,1284.3,1032.6,7,8,8,0,Semi-Furnished,1,0,4.96,8.5,2.85,1.25,37.1,7180447,5591
1206,Mumbai,Budget,2,3,898.9,609,4,14,11,0,Unfurnished,1,0,0.2,13.85,2.46,4.3,67.2,9539111,10612
1207,Bangalore,Budget,2,1,777.5,517.9,5,17,9,1,Semi-Furnished,1,0,2.1,18.83,3.76,3.83,55.5,5040974,6484
1208,Bangalore,Premium,4,4,1279.7,995.5,9,13,0,0,Semi-Furnished,1,1,1.1,13.9,3.73,3.39,28.4,14708745,11494
1209,Mumbai,Mid,1,1,664.8,490.3,19,24,16,1,Unfurnished,1,1,0.2,24.43,2.9,1.53,28.6,9004402,13545
1210,Pune,Budget,2,1,913.6,642.1,2,3,7,0,Semi-Furnished,1,0,1.48,13.89,4.79,2.77,52.9,6112947,6691
1211,Hyderabad,Mid,3,3,1317,1085.4,2,11,9,1,Unfurnished,1,1,2.26,17.27,2.26,4.5,36.1,9777722,7424
1212,Hyderabad,Mid,2,4,916.4,691.2,12,14,1,0,Semi-Furnished,1,0,0.2,17.62,2.39,0.3,40.8,6240469,6810
1213,Nagpur,Mid,2,3,894.1,713.6,4,7,5,1,Fully-Furnished,1,0,4.24,23.17,3.8,1.29,45.5,4495748,5028
1214,Pune,Mid,2,3,959.1,718.6,3,5,11,1,Semi-Furnished,0,1,0.2,2.25,3.72,3.18,56.8,8679018,9049
1215,Pune,Premium,1,1,526.1,393,3,11,8,1,Semi-Furnished,1,1,0.2,14.1,1.34,1.34,21.7,5175193,9837
1216,Bangalore,Mid,3,4,1175.6,940.4,12,15,13,1,Fully-Furnished,1,0,3.9,10.64,1.78,3.94,59.4,10786151,9175
1217,Mumbai,Mid,2,2,1131.6,773.5,2,15,8,0,Semi-Furnished,1,1,1.61,25.65,0.49,1.72,44.6,17691562,15634
1218,Mumbai,Mid,2,2,1018.7,811.7,4,23,6,1,Fully-Furnished,1,1,0.2,23.38,1.36,2.79,38.3,15377746,15095
1219,Nagpur,Mid,3,3,1149.9,866.4,7,7,13,1,Semi-Furnished,1,0,6.11,12.28,0.2,2.49,49.3,6086096,5293
1220,Mumbai,Budget,2,2,833.3,589.1,10,21,12,1,Fully-Furnished,1,1,3.56,15.22,4.62,4.95,72.1,10605567,12727
1221,Hyderabad,Mid,2,1,967.1,692.9,2,9,6,0,Fully-Furnished,1,1,0.2,18.37,3.1,2,34.6,7228544,7474
1222,Bangalore,Mid,3,4,1144.8,951.1,8,21,1,0,Fully-Furnished,1,1,4.1,7.66,4.05,4.61,27.5,10922979,9541
1223,Bangalore,Premium,1,1,475.3,364,6,16,7,1,Unfurnished,1,1,0.2,14.99,1.67,4.48,35,5478024,11525
1224,Pune,Mid,2,2,996.1,723.7,7,13,13,1,Unfurnished,1,0,0.29,16.64,4.22,3.34,44.6,7323064,7352
1225,Hyderabad,Mid,2,3,820.7,650.1,12,14,15,0,Semi-Furnished,1,1,2.92,21.55,2.28,4.55,33.7,5046068,6148
1226,Mumbai,Premium,3,4,1339.2,979.9,14,27,2,1,Fully-Furnished,1,0,0.2,8.61,0.66,0.3,31.8,26006096,19419
1227,Nagpur,Mid,1,2,591.2,426.4,4,7,4,1,Unfurnished,1,1,4.01,15.76,3.41,2.85,36.2,2812896,4758
1228,Mumbai,Premium,4,4,1744.9,1351.3,10,20,6,1,Semi-Furnished,1,1,1.88,6.83,0.82,2.03,27.3,31257441,17914
1229,Hyderabad,Mid,3,3,1337,939.2,3,5,5,0,Fully-Furnished,1,0,2.39,16.84,1.62,0.76,47.4,9848041,7366
1230,Mumbai,Mid,3,3,1215,904.9,2,23,9,1,Semi-Furnished,1,1,1.92,15.14,0.79,4.13,42.2,17614412,14497
1231,Bangalore,Premium,5,5,2599.3,1920.1,11,25,21,1,Unfurnished,1,0,0.2,7.76,0.2,5.71,28.7,33131230,12746
1232,Pune,Mid,2,2,897.9,734.8,7,14,17,0,Semi-Furnished,1,1,1.05,5.92,3.43,3.08,48.3,8305960,9250
1233,Pune,Mid,1,3,451.7,380.1,9,23,14,1,Unfurnished,1,1,0.85,13.64,4.38,2.84,37.4,3784721,8379
1234,Pune,Premium,2,2,943.7,772,3,15,3,1,Fully-Furnished,1,1,2.54,9.58,2.12,1.96,20,9671239,10248
1235,Mumbai,Mid,2,3,798.2,541.3,11,20,7,1,Unfurnished,0,1,0.2,26.76,1.51,4.09,46.5,10954296,13724
1236,Pune,Budget,2,1,1033.1,779.3,18,20,13,1,Semi-Furnished,1,1,2.94,30.21,3.44,5.12,25.5,6078900,5884
1237,Hyderabad,Mid,2,3,845.5,618.6,8,14,17,1,Unfurnished,1,1,0.93,13.15,3.48,3.15,34.1,6000294,7097
1238,Pune,Mid,1,2,639,489,12,15,9,1,Unfurnished,1,1,2.18,11.5,0.2,4.15,53.8,5223864,8175
1239,Hyderabad,Mid,1,1,531,382.2,10,11,15,1,Fully-Furnished,1,1,0.2,1.28,3.23,2.81,36.8,4820293,9078
1240,Bangalore,Mid,3,4,992.1,725.9,4,9,6,1,Unfurnished,1,0,4.22,12.89,2.64,0.3,50.9,8795803,8866
1241,Hyderabad,Premium,2,2,957.7,798.6,0,11,0,0,Unfurnished,1,1,2.09,15.37,1.89,2.56,35.3,8189276,8551
1242,Hyderabad,Mid,2,3,856.2,704.8,0,3,2,1,Semi-Furnished,0,1,4.22,9.3,1.23,5.94,60.8,6159679,7194
1243,Hyderabad,Mid,2,3,829.7,549.8,3,13,15,0,Fully-Furnished,1,0,2.27,15.25,1.58,4.43,54.6,6111707,7366
1244,Mumbai,Mid,2,2,893.5,611.8,7,13,11,1,Unfurnished,1,1,2.47,10.85,1.95,4.37,40.8,13433213,15034
1245,Mumbai,Mid,4,5,1895.9,1328.3,12,24,10,1,Semi-Furnished,1,0,3.6,18.07,1.81,4.05,32.2,29435242,15526
1246,Pune,Mid,1,1,553.7,388,2,17,2,1,Unfurnished,1,0,1.52,11.81,2.81,2.22,36,4227050,7634
1247,Pune,Mid,3,4,1233.3,1005.9,11,20,14,0,Unfurnished,1,0,2.37,8.07,4.7,1.64,43.9,9796576,7943
1248,Mumbai,Budget,1,1,484.5,364.4,1,18,14,0,Semi-Furnished,1,0,5.19,23.77,4.47,4.73,61.8,4074452,8410
1249,Bangalore,Mid,2,2,879,724.4,3,10,1,1,Unfurnished,1,1,2.1,7.58,3.41,1.01,34.5,9209496,10477
1250,Pune,Premium,4,4,1765.9,1337.8,4,12,2,1,Fully-Furnished,1,1,2.43,9.74,3.48,1.06,41.4,19031662,10777
1251,Bangalore,Budget,2,2,1044.3,760.8,3,18,8,0,Unfurnished,1,0,2.46,21.02,3.78,2.24,45,6442398,6169
1252,Mumbai,Mid,1,1,492.4,410.7,3,17,7,1,Semi-Furnished,1,1,2.93,7.13,2.43,0.97,36.4,7179566,14581
1253,Pune,Mid,2,4,1024.3,808.8,10,12,11,1,Semi-Furnished,1,1,0.87,10.61,1.38,4.37,46.7,9327590,9106
1254,Pune,Budget,2,3,894,685.9,0,11,7,1,Unfurnished,1,1,0.2,21.02,2.88,4.09,43,5439694,6085
1255,Pune,Mid,2,1,1044,702,8,13,10,0,Unfurnished,1,1,2.29,7.36,0.98,3.87,33.2,7798028,7469
1256,Pune,Budget,2,2,938.8,701.9,5,18,10,0,Unfurnished,1,1,4.38,20.02,3.98,2.49,76.8,5234339,5576
1257,Bangalore,Premium,3,4,1186.5,978.7,7,18,2,1,Fully-Furnished,1,1,1.78,7.52,2.38,2.2,27.3,15919458,13417
1258,Nagpur,Mid,3,3,1099.5,866.8,6,9,12,1,Fully-Furnished,1,1,5.48,16.81,1.2,5.35,46.8,5939500,5402
1259,Mumbai,Mid,2,2,902.9,604.6,8,21,8,1,Fully-Furnished,1,1,1.74,16.31,1.98,2.37,21.5,14196417,15723
1260,Mumbai,Mid,2,2,895.4,642.2,0,24,8,1,Unfurnished,1,1,3.94,16.99,2.31,3.57,37.8,14156777,15811
1261,Mumbai,Mid,2,1,1000,838.7,7,20,5,1,Unfurnished,1,1,1.03,8.54,4.33,5.26,41,16456438,16456
1262,Nagpur,Mid,2,2,1039.7,829.8,3,5,9,1,Fully-Furnished,0,1,5.91,15.16,4.62,3.4,43.2,5774335,5554
1263,Nagpur,Premium,2,2,939,742.5,0,14,7,0,Semi-Furnished,0,1,4.17,9.62,3.67,1.11,28.8,5620860,5986
1264,Bangalore,Budget,2,2,806.1,639.2,12,14,1,0,Semi-Furnished,0,0,2.24,24.08,3.58,4.72,49.5,5373237,6666
1265,Pune,Premium,1,1,589,444.7,10,16,9,1,Unfurnished,1,0,1.46,4.41,2.25,1.76,11.7,6018632,10218
1266,Nagpur,Mid,2,3,778.2,527.4,6,9,18,1,Unfurnished,1,0,3.98,10.25,3.42,2.15,59.6,3949405,5075
1267,Mumbai,Premium,4,4,1761.6,1268.5,2,12,8,1,Semi-Furnished,1,0,2.54,12.37,1.35,2.87,23.9,37546888,21314
1268,Mumbai,Mid,1,1,507.3,363.2,15,16,12,1,Fully-Furnished,1,0,0.39,8.5,1.25,4.9,60.4,7472906,14731
1269,Mumbai,Mid,3,3,1403.4,1002.6,22,23,0,0,Fully-Furnished,1,0,0.27,11.19,2.4,3.37,46,21162835,15080
1270,Bangalore,Mid,2,3,866.3,610.6,16,16,10,1,Unfurnished,1,1,1.2,20.39,2.68,3.39,32,7587044,8758
1271,Hyderabad,Premium,2,3,971.6,759.8,3,12,8,1,Semi-Furnished,1,1,0.46,8.09,1.46,3.87,34.7,8819851,9078
1272,Pune,Mid,1,2,532.8,383,17,17,13,1,Unfurnished,1,0,2.09,18.28,4.11,2.78,36.5,3765137,7067
1273,Pune,Mid,3,2,1426.3,1023,6,13,11,1,Unfurnished,1,1,2.42,10.54,5.13,3.92,51.5,11788382,8265
1274,Pune,Budget,2,2,911.7,680.6,14,15,9,1,Unfurnished,1,1,2.61,25.88,3.79,1.08,60.1,5038564,5527
1275,Mumbai,Mid,2,3,800.5,679,12,20,1,1,Semi-Furnished,0,0,1.08,10.14,3.63,2.54,42.6,13886733,17348
1276,Mumbai,Mid,3,4,1312.2,1015.8,8,20,4,1,Semi-Furnished,1,0,4.2,4.46,3.93,2.55,41.2,19725483,15032
1277,Pune,Mid,2,2,970,805.1,5,10,12,1,Fully-Furnished,1,0,1.64,6.81,3.72,3.03,31.3,9563335,9859
1278,Nagpur,Mid,2,2,992.7,700.1,0,4,10,1,Semi-Furnished,1,0,0.54,16.95,0.77,3.22,43.7,5201652,5240
1279,Pune,Budget,2,2,961.7,702,1,6,8,0,Fully-Furnished,1,0,3.76,18.71,3.02,5.19,68.8,6046842,6288
1280,Mumbai,Mid,1,3,565.9,477,11,16,11,1,Unfurnished,1,0,0.2,20.63,2.36,4.83,29.7,8428464,14894
1281,Bangalore,Mid,3,4,1154,829.8,1,11,0,1,Unfurnished,1,1,1.78,9.19,1.37,4.89,31.7,12243949,10610
1282,Pune,Budget,1,3,549,434.1,7,12,1,0,Unfurnished,1,1,3.31,22.02,2.71,3.72,57,2689388,4899
1283,Mumbai,Mid,2,2,1017.8,719.1,6,16,1,0,Fully-Furnished,1,0,5.13,10.04,2.83,2.84,33.5,15080550,14817
1284,Bangalore,Mid,2,2,986.3,759.4,21,21,14,1,Semi-Furnished,1,0,0.71,14.72,3.41,3.7,50.2,8310748,8426
1285,Pune,Mid,3,3,1461.9,968.3,4,24,13,1,Semi-Furnished,1,0,0.2,6.27,4.19,5.51,35.3,12667781,8665
1286,Nagpur,Premium,3,3,1327.6,1049.8,0,4,13,1,Semi-Furnished,1,1,1.09,10.64,1.67,1.03,28.9,9677800,7290
1287,Mumbai,Mid,2,1,865.4,657.1,11,14,8,1,Unfurnished,1,1,1.48,11.92,4.76,3.28,47,14111340,16306
1288,Nagpur,Mid,3,4,1175,841,3,8,5,0,Unfurnished,1,1,4.59,10.59,4.05,2.63,32.1,6222306,5296
1289,Mumbai,Budget,1,2,546.8,445.3,2,16,14,0,Unfurnished,1,1,5.37,21.32,4.7,4.06,53.2,5962416,10904
1290,Mumbai,Budget,2,2,842.1,590.5,1,18,10,0,Unfurnished,1,1,0.73,24.7,3.13,7,47.3,9225613,10955
1291,Mumbai,Budget,2,2,903.8,720.4,22,24,9,1,Unfurnished,1,1,0.57,17.83,4.3,5.44,63.3,10753282,11898
1292,Pune,Mid,2,3,873.8,594.1,7,12,10,0,Semi-Furnished,1,0,5.72,15.12,3.2,0.3,27.9,7445692,8521
1293,Nagpur,Premium,4,5,1477.4,1225.9,7,11,7,0,Fully-Furnished,1,1,4.48,12.34,2.18,4.09,39.5,11391771,7711
1294,Mumbai,Premium,3,3,1193.9,854.6,10,15,8,1,Semi-Furnished,1,1,0.22,12.29,2.85,0.67,23,23924252,20039
1295,Pune,Mid,1,1,559.1,409.7,4,14,1,1,Semi-Furnished,1,0,2.38,13.76,3.85,3.14,55.9,4101535,7336
1296,Bangalore,Mid,3,2,1467.2,1111.1,18,27,8,1,Unfurnished,1,1,0.2,2.01,3.11,5.16,29,14983379,10212
1297,Pune,Budget,2,2,997,733.9,7,8,4,1,Semi-Furnished,1,0,0.2,27.8,1.19,5.63,67,5468235,5485
1298,Hyderabad,Premium,2,2,1003.2,781.8,15,15,7,1,Semi-Furnished,1,1,2.66,10.22,1.73,3.14,31.3,9920543,9889
1299,Bangalore,Premium,2,2,824.4,582.6,6,13,5,1,Semi-Furnished,1,0,0.64,8.55,1.07,2.86,21.6,10593966,12851
1300,Mumbai,Mid,2,2,857.8,611.5,14,15,10,0,Unfurnished,1,1,1.95,24.05,3.98,3.64,38.6,11288706,13160
1301,Bangalore,Budget,2,3,930,775.4,11,14,9,0,Semi-Furnished,1,1,5.6,21.47,4.37,5.68,57.7,7016609,7545
1302,Bangalore,Budget,1,1,570.8,460.9,2,18,2,1,Fully-Furnished,1,0,0.78,20.66,3.24,3.99,68.5,3264871,5720
1303,Mumbai,Mid,1,1,560,373,11,16,13,1,Unfurnished,1,0,1.99,19.3,6.79,2.58,57.4,7264802,12973
1304,Bangalore,Mid,1,1,624.8,527.6,8,17,6,0,Unfurnished,1,1,0.2,20.18,2.83,2.82,42.9,5149382,8242
1305,Bangalore,Budget,2,3,837.5,645.6,14,15,13,1,Semi-Furnished,1,1,0.2,28.23,3.12,4.79,63,5115383,6108
1306,Pune,Premium,1,1,492.4,328.9,20,22,2,1,Semi-Furnished,1,1,5.24,1.91,0.55,1.43,31.7,6198389,12588
1307,Nagpur,Budget,1,2,595,487.3,4,5,2,0,Semi-Furnished,0,1,0.88,16.2,4.39,2.88,59,1931785,3247
1308,Hyderabad,Premium,4,5,1752.7,1366.6,7,11,0,1,Fully-Furnished,1,1,1.04,17.74,0.84,1.4,43.7,18081258,10316
1309,Bangalore,Budget,1,1,478.6,355,6,18,19,1,Unfurnished,1,0,2.25,25.32,2.33,1.03,55.4,2188353,4572
1310,Hyderabad,Premium,4,4,1983.5,1568,9,13,6,1,Fully-Furnished,1,0,4.79,7.03,0.64,3.21,38,20693684,10433
1311,Hyderabad,Mid,2,2,863.7,714.4,1,19,5,0,Semi-Furnished,1,1,0.2,19.66,2.16,2.52,27.2,6072079,7030
1312,Pune,Mid,3,3,1301.8,1047.4,5,12,10,1,Fully-Furnished,1,1,2.63,2.42,2.3,1.81,41.5,12155669,9338
1313,Mumbai,Mid,3,4,1186.6,912.6,5,16,7,1,Unfurnished,1,0,4.69,18.6,4.79,2.23,34.7,19208693,16188
1314,Bangalore,Premium,3,2,1257.5,1067.8,3,16,5,1,Semi-Furnished,1,1,0.2,5.92,0.82,2.6,11.5,15560018,12374
1315,Pune,Mid,1,1,424.2,285.8,7,13,8,1,Semi-Furnished,1,1,2.36,16.43,6.17,5.35,24.2,3619274,8532
1316,Mumbai,Mid,2,2,647.6,499.7,22,28,8,1,Unfurnished,1,0,0.2,5.28,2.3,4.57,46.6,9261492,14301
1317,Pune,Mid,3,3,1311.1,1085.1,12,14,16,0,Semi-Furnished,1,0,3.16,8.62,3.9,1.56,34.5,11935387,9103
1318,Bangalore,Budget,2,2,965.9,690.1,10,15,16,1,Unfurnished,1,1,1.46,26.38,3.47,5.91,42,6741378,6979
1319,Nagpur,Mid,1,1,499.7,341,1,5,5,1,Semi-Furnished,0,1,5.14,15.16,2.92,0.81,23.8,2328176,4659
1320,Mumbai,Premium,3,3,1079,908.7,11,19,23,1,Fully-Furnished,1,1,2.04,9.36,2.14,4.59,30.6,19704003,18261
1321,Hyderabad,Budget,2,1,955.6,734.2,7,16,8,1,Unfurnished,1,1,1.59,37.37,5.6,3.02,67.5,3925569,4108
1322,Pune,Budget,2,1,806.4,573.4,6,12,2,1,Semi-Furnished,1,1,0.2,22.79,3.31,5.3,49.6,4665550,5786
1323,Bangalore,Mid,1,1,479.4,379.3,13,22,8,1,Unfurnished,1,0,1.28,20.22,0.2,4.61,46,3415587,7125
1324,Nagpur,Mid,1,1,541,357.6,0,8,12,1,Semi-Furnished,1,0,5.17,12.52,1.55,5.04,47.8,2268519,4193
1325,Hyderabad,Mid,1,1,546,440.8,7,18,4,0,Semi-Furnished,1,1,0.2,11.05,2.48,4.54,54.4,3573569,6545
1326,Mumbai,Budget,2,1,895.7,604.5,21,21,1,0,Unfurnished,1,0,4.64,31.2,2.98,6.25,72.6,8769124,9790
1327,Hyderabad,Premium,4,4,1969.1,1387.4,0,11,1,1,Unfurnished,1,1,1.79,9.18,3.03,3.38,14,18688487,9491
1328,Pune,Mid,2,2,1084,875.1,11,11,6,1,Unfurnished,1,1,0.88,20.89,4.09,6.08,42.8,8550692,7888
1329,Mumbai,Mid,2,3,1027.9,747.5,14,16,6,1,Semi-Furnished,1,1,3.21,8.89,1.44,3.16,57.5,15840735,15411
1330,Nagpur,Premium,2,2,871.6,711.7,3,10,4,1,Unfurnished,1,1,7.16,16.06,1.1,2.58,23.8,5811175,6667
1331,Mumbai,Budget,2,1,918.5,612.1,12,21,7,0,Unfurnished,1,0,3.59,23.04,4.8,3.35,67.1,9710548,10572
1332,Bangalore,Mid,1,1,608.8,396.6,13,16,15,1,Unfurnished,1,0,1.85,23.26,4.23,0.3,37.6,3997638,6566
1333,Hyderabad,Budget,2,3,951.3,758.1,12,21,12,1,Unfurnished,1,0,3.15,13.99,2.06,2.77,59.2,5613835,5901
1334,Pune,Budget,2,2,915.2,659.4,7,8,11,1,Semi-Furnished,1,0,3.08,25.48,4.89,4.56,66,4871407,5323
1335,Bangalore,Mid,4,4,1773,1475.8,25,28,8,0,Semi-Furnished,1,1,4.81,13.48,2.65,2.88,50.2,15603176,8800
1336,Mumbai,Budget,2,2,875,597.9,2,19,11,0,Fully-Furnished,1,0,2.57,16.38,3.77,3.33,46,11011047,12584
1337,Bangalore,Premium,2,1,976.4,649,5,18,18,1,Semi-Furnished,1,0,4.01,9.76,2.66,1.23,57.2,11410409,11686
1338,Pune,Premium,4,5,1801.2,1342.2,13,18,1,1,Unfurnished,1,1,0.85,8.34,1.57,0.3,43.3,21516050,11945
1339,Mumbai,Mid,3,3,1323.9,1117.5,10,18,8,0,Unfurnished,1,0,6.88,12.62,1.69,4.08,44.4,20950038,15824
1340,Bangalore,Mid,2,2,806.2,566.8,0,23,9,1,Unfurnished,1,0,3.92,0.5,2.68,4.35,40.9,7953835,9866
1341,Hyderabad,Mid,3,3,1502.7,1040.3,11,14,8,1,Semi-Furnished,1,0,2.56,28.63,2.45,3.77,43.1,10318428,6867
1342,Mumbai,Premium,2,3,930.9,789.9,11,21,3,1,Fully-Furnished,1,1,2.61,6,3.95,0.3,31.6,17810884,19133
1343,Mumbai,Budget,3,4,1421,962.7,4,11,12,0,Unfurnished,1,0,5.58,25.91,3.65,4.13,44.3,17967910,12645
1344,Hyderabad,Mid,2,2,940.3,725.5,6,13,2,1,Unfurnished,0,1,0.2,15.09,3.59,2.58,44.2,6356842,6760
1345,Mumbai,Premium,4,5,1726.5,1421,1,12,10,1,Semi-Furnished,1,1,1.92,0.5,3.56,0.74,36.4,35109751,20336
1346,Bangalore,Premium,2,2,985,686.2,19,21,9,1,Semi-Furnished,1,1,2.12,14.67,1.87,1.96,30.9,12254231,12441
1347,Hyderabad,Mid,2,3,941.6,638.4,9,17,9,1,Unfurnished,1,1,2.49,10.42,2.57,4.83,33.4,7077236,7516
1348,Pune,Premium,1,1,412,287.1,15,17,9,1,Fully-Furnished,1,1,4.62,14.9,3.93,5.3,25,4714107,11442
1349,Bangalore,Mid,2,2,885.8,705.5,11,11,1,0,Unfurnished,1,1,3.48,12.76,3.34,2.55,25.2,9012792,10175
1350,Nagpur,Mid,3,2,1288.8,877.5,6,11,9,0,Unfurnished,1,1,5.87,18.05,3.53,2.71,22.6,6956703,5398
1351,Hyderabad,Mid,4,4,1759.4,1289.7,0,15,3,0,Semi-Furnished,1,0,3.64,16.58,3.73,4.43,56.2,13252547,7532
1352,Hyderabad,Premium,4,6,1591.3,1145.1,5,6,7,1,Unfurnished,1,1,1.37,16.03,0.67,1.04,31,14171986,8906
1353,Hyderabad,Budget,2,1,836.2,701.5,2,13,8,0,Unfurnished,1,1,0.2,21.5,3.24,4.5,67.8,3445483,4120
1354,Hyderabad,Mid,2,2,887.7,702.7,5,16,11,0,Semi-Furnished,1,0,2.71,20.9,2.37,5.76,37.6,5509190,6206
1355,Mumbai,Premium,3,4,1180.9,992,9,12,4,1,Semi-Furnished,1,1,0.2,19.55,0.2,2.26,40.3,23937385,20270
1356,Pune,Premium,3,4,1263.9,1058.4,13,15,6,0,Unfurnished,1,1,0.21,19.38,3.36,0.76,33.1,12964857,10258
1357,Mumbai,Budget,2,2,1075.5,844.3,1,7,0,0,Semi-Furnished,1,0,4.59,20.53,2.85,4.83,52.5,13049419,12133
